user_id,user_url,funny,posted,item_id,helpful,recommend,sentiment_analysis
76561198101401653,http://steamcommunity.com/profiles/76561198101401653,,,222880,No ratings yet,True,1
76561198101401653,http://steamcommunity.com/profiles/76561198101401653,,,113400,No ratings yet,True,1
DeathInTheAfternoon,http://steamcommunity.com/id/DeathInTheAfternoon,,2014-03-12,51100,No ratings yet,True,2
DeathInTheAfternoon,http://steamcommunity.com/id/DeathInTheAfternoon,,2013-12-07,200210,No ratings yet,True,2
76561198016066771,http://steamcommunity.com/profiles/76561198016066771,,,275850,0 of 6 people (0%) found this review helpful,True,0
76561198016066771,http://steamcommunity.com/profiles/76561198016066771,,,231430,No ratings yet,True,2
Keemstarisgoat,http://steamcommunity.com/id/Keemstarisgoat,,2014-11-28,730,1 of 3 people (33%) found this review helpful,True,2
Keemstarisgoat,http://steamcommunity.com/id/Keemstarisgoat,,2014-05-02,219740,1 of 3 people (33%) found this review helpful,True,2
76561198086885214,http://steamcommunity.com/profiles/76561198086885214,6.0,,275850,4 of 20 people (20%) found this review helpful,False,1
76561198086885214,http://steamcommunity.com/profiles/76561198086885214,,,273350,No ratings yet,True,2
76561198086885214,http://steamcommunity.com/profiles/76561198086885214,,2014-02-07,440,No ratings yet,False,1
GAMESNIPERSTUDIOS,http://steamcommunity.com/id/GAMESNIPERSTUDIOS,,,239140,1 of 1 people (100%) found this review helpful,True,2
GAMESNIPERSTUDIOS,http://steamcommunity.com/id/GAMESNIPERSTUDIOS,,2014-12-23,250340,2 of 4 people (50%) found this review helpful,True,2
MIMMATA,http://steamcommunity.com/id/MIMMATA,1.0,2015-10-18,218620,9 of 9 people (100%) found this review helpful,False,2
MIMMATA,http://steamcommunity.com/id/MIMMATA,20.0,2015-07-05,242760,15 of 21 people (71%) found this review helpful,True,2
MIMMATA,http://steamcommunity.com/id/MIMMATA,6.0,2015-06-19,226700,9 of 13 people (69%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,5.0,2015-06-13,246900,4 of 4 people (100%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,1.0,2013-01-01,630,2 of 2 people (100%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,,2012-12-21,219740,2 of 2 people (100%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,2.0,2015-07-11,323470,2 of 3 people (67%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,,,235460,0 of 1 people (0%) found this review helpful,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,,,4000,No ratings yet,True,1
MIMMATA,http://steamcommunity.com/id/MIMMATA,,2012-12-31,204300,No ratings yet,True,2
BrookeAH,http://steamcommunity.com/id/BrookeAH,,,730,1 of 2 people (50%) found this review helpful,True,0
BrookeAH,http://steamcommunity.com/id/BrookeAH,,,383790,4 of 19 people (21%) found this review helpful,False,1
BrookeAH,http://steamcommunity.com/id/BrookeAH,,2015-05-18,274940,No ratings yet,True,1
76561198073280697,http://steamcommunity.com/profiles/76561198073280697,,2014-01-06,220240,1 of 1 people (100%) found this review helpful,True,2
76561198073280697,http://steamcommunity.com/profiles/76561198073280697,,2014-01-06,202170,1 of 2 people (50%) found this review helpful,True,2
76561198073280697,http://steamcommunity.com/profiles/76561198073280697,,2014-01-06,252490,0 of 1 people (0%) found this review helpful,True,0
topkekhehe,http://steamcommunity.com/id/topkekhehe,,,413150,0 of 1 people (0%) found this review helpful,True,2
topkekhehe,http://steamcommunity.com/id/topkekhehe,,2013-12-20,9420,0 of 1 people (0%) found this review helpful,True,0
topkekhehe,http://steamcommunity.com/id/topkekhehe,2.0,,375230,2 of 10 people (20%) found this review helpful,True,2
topkekhehe,http://steamcommunity.com/id/topkekhehe,,2014-02-15,201790,No ratings yet,True,0
bobby09890,http://steamcommunity.com/id/bobby09890,,2015-01-13,72850,No ratings yet,True,2
76561198083797462,http://steamcommunity.com/profiles/76561198083797462,,2015-01-19,235580,1 of 1 people (100%) found this review helpful,True,2
Taithius,http://steamcommunity.com/id/Taithius,,2014-01-02,252030,No ratings yet,True,2
76561198043319694,http://steamcommunity.com/profiles/76561198043319694,,2014-06-19,440,No ratings yet,True,2
76561198043319694,http://steamcommunity.com/profiles/76561198043319694,,2014-06-19,550,No ratings yet,True,2
SitteNKitteNMitteN,http://steamcommunity.com/id/SitteNKitteNMitteN,2.0,2014-12-24,313740,5 of 6 people (83%) found this review helpful,True,0
SitteNKitteNMitteN,http://steamcommunity.com/id/SitteNKitteNMitteN,,2014-08-12,212180,1 of 1 people (100%) found this review helpful,True,1
SitteNKitteNMitteN,http://steamcommunity.com/id/SitteNKitteNMitteN,1.0,2014-10-19,730,No ratings yet,True,0
76561198057519270,http://steamcommunity.com/profiles/76561198057519270,,,7510,1 of 1 people (100%) found this review helpful,True,2
76561198057519270,http://steamcommunity.com/profiles/76561198057519270,,,413150,No ratings yet,True,2
76561198057519270,http://steamcommunity.com/profiles/76561198057519270,,,418340,No ratings yet,True,2
76561198057519270,http://steamcommunity.com/profiles/76561198057519270,,2015-04-20,287100,No ratings yet,False,1
76561198057519270,http://steamcommunity.com/profiles/76561198057519270,,2014-06-30,211820,No ratings yet,True,2
___Plasma___,http://steamcommunity.com/id/___Plasma___,,2014-11-12,289650,11 of 15 people (73%) found this review helpful,False,0
76561197977767929,http://steamcommunity.com/profiles/76561197977767929,,2014-10-06,34330,No ratings yet,True,2
76561198081026741,http://steamcommunity.com/profiles/76561198081026741,,2015-12-10,730,0 of 2 people (0%) found this review helpful,True,2
wer38,http://steamcommunity.com/id/wer38,,2015-01-18,4000,0 of 1 people (0%) found this review helpful,True,2
QueenJesus,http://steamcommunity.com/id/QueenJesus,,2015-10-26,322330,1 of 1 people (100%) found this review helpful,True,2
momsspaghetti313,http://steamcommunity.com/id/momsspaghetti313,,2014-06-06,242760,1 of 5 people (20%) found this review helpful,True,1
76561198052591219,http://steamcommunity.com/profiles/76561198052591219,,2014-12-10,550,No ratings yet,True,2
BestinTheWorldThund3r,http://steamcommunity.com/id/BestinTheWorldThund3r,,2013-12-01,360,20 of 27 people (74%) found this review helpful,True,2
BestinTheWorldThund3r,http://steamcommunity.com/id/BestinTheWorldThund3r,1.0,2015-04-27,271590,1 of 3 people (33%) found this review helpful,True,2
BestinTheWorldThund3r,http://steamcommunity.com/id/BestinTheWorldThund3r,,2014-11-28,220240,0 of 1 people (0%) found this review helpful,True,2
BestinTheWorldThund3r,http://steamcommunity.com/id/BestinTheWorldThund3r,,2013-11-27,4000,0 of 1 people (0%) found this review helpful,True,2
BestinTheWorldThund3r,http://steamcommunity.com/id/BestinTheWorldThund3r,,2014-03-19,10,0 of 2 people (0%) found this review helpful,True,2
BestinTheWorldThund3r,http://steamcommunity.com/id/BestinTheWorldThund3r,,2015-09-19,570,No ratings yet,True,1
76561198057065903,http://steamcommunity.com/profiles/76561198057065903,,,310380,2 of 2 people (100%) found this review helpful,True,2
76561198057065903,http://steamcommunity.com/profiles/76561198057065903,,2014-04-01,222880,1 of 1 people (100%) found this review helpful,True,2
76561198056401881,http://steamcommunity.com/profiles/76561198056401881,,2015-11-12,389570,1 of 2 people (50%) found this review helpful,True,2
76561198056401881,http://steamcommunity.com/profiles/76561198056401881,,,304930,No ratings yet,False,1
76561198056401881,http://steamcommunity.com/profiles/76561198056401881,,2015-12-05,218620,No ratings yet,True,2
76561198056401881,http://steamcommunity.com/profiles/76561198056401881,,2014-11-22,319510,No ratings yet,True,2
76561198056401881,http://steamcommunity.com/profiles/76561198056401881,,2014-09-01,49520,No ratings yet,True,2
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,6.0,,20510,7 of 12 people (58%) found this review helpful,True,1
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,1.0,2015-01-30,218620,2 of 4 people (50%) found this review helpful,True,1
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,,2014-08-05,206420,1 of 3 people (33%) found this review helpful,True,1
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,,2015-02-04,315394,0 of 1 people (0%) found this review helpful,False,1
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,,2013-11-26,99900,1 of 4 people (25%) found this review helpful,True,2
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,,2015-04-24,315392,2 of 8 people (25%) found this review helpful,False,0
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,,,51100,No ratings yet,True,2
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,2.0,2015-01-23,315396,No ratings yet,True,1
76561198092473445,http://steamcommunity.com/profiles/76561198092473445,,2014-08-02,208090,No ratings yet,True,0
dandeshit,http://steamcommunity.com/id/dandeshit,,2014-05-07,238320,No ratings yet,True,0
76561198088082495,http://steamcommunity.com/profiles/76561198088082495,,2014-03-19,245550,2 of 2 people (100%) found this review helpful,True,1
76561198088082495,http://steamcommunity.com/profiles/76561198088082495,,2013-12-06,218620,2 of 3 people (67%) found this review helpful,True,1
76561198088082495,http://steamcommunity.com/profiles/76561198088082495,,2015-11-12,1250,No ratings yet,True,1
76561198071297495,http://steamcommunity.com/profiles/76561198071297495,,2014-08-19,50300,0 of 1 people (0%) found this review helpful,True,0
Hybrid2000,http://steamcommunity.com/id/Hybrid2000,,2014-03-24,251570,1 of 3 people (33%) found this review helpful,True,2
76561198018293914,http://steamcommunity.com/profiles/76561198018293914,,2014-06-21,18820,1 of 5 people (20%) found this review helpful,True,1
76561198025732569,http://steamcommunity.com/profiles/76561198025732569,5.0,2015-02-20,273350,12 of 25 people (48%) found this review helpful,True,1
haza856,http://steamcommunity.com/id/haza856,,2013-06-14,570,1 of 1 people (100%) found this review helpful,True,2
76561198062537635,http://steamcommunity.com/profiles/76561198062537635,,,296470,No ratings yet,True,2
76561198062537635,http://steamcommunity.com/profiles/76561198062537635,,2014-06-29,219640,No ratings yet,True,1
76561198062537635,http://steamcommunity.com/profiles/76561198062537635,,2012-08-24,440,No ratings yet,True,1
76561198062537635,http://steamcommunity.com/profiles/76561198062537635,,2012-08-17,204100,No ratings yet,True,2
IVisbetter,http://steamcommunity.com/id/IVisbetter,,,230650,2 of 7 people (29%) found this review helpful,False,0
76561198090150367,http://steamcommunity.com/profiles/76561198090150367,,2015-11-21,32370,0 of 1 people (0%) found this review helpful,True,2
76561198066067219,http://steamcommunity.com/profiles/76561198066067219,,2014-12-27,250900,No ratings yet,True,1
76561198066067219,http://steamcommunity.com/profiles/76561198066067219,,2014-05-01,224260,No ratings yet,True,2
acualyisdolan,http://steamcommunity.com/id/acualyisdolan,,2013-06-25,113200,No ratings yet,True,2
76561198066170298,http://steamcommunity.com/profiles/76561198066170298,,,570,No ratings yet,True,2
76561197971059162,http://steamcommunity.com/profiles/76561197971059162,,2014-05-06,107410,No ratings yet,True,1
76561197971059162,http://steamcommunity.com/profiles/76561197971059162,,2013-12-18,259080,No ratings yet,True,2
76561197971059162,http://steamcommunity.com/profiles/76561197971059162,,2013-12-02,219640,No ratings yet,True,2
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2015-09-06,730,No ratings yet,True,2
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2015-06-06,333930,No ratings yet,True,2
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2015-05-10,230410,No ratings yet,True,2
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2015-05-08,113400,No ratings yet,True,2
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2015-04-15,218620,No ratings yet,True,0
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2014-08-07,301520,No ratings yet,True,2
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2014-06-24,440,No ratings yet,False,1
GameFreak2401,http://steamcommunity.com/id/GameFreak2401,,2013-09-06,236390,No ratings yet,True,2
sparkmastertape,http://steamcommunity.com/id/sparkmastertape,,2013-12-31,730,2 of 3 people (67%) found this review helpful,True,1
erangaea,http://steamcommunity.com/id/erangaea,1.0,2013-12-24,620,No ratings yet,True,2
erangaea,http://steamcommunity.com/id/erangaea,1.0,2013-12-24,620,No ratings yet,True,2
76561198059294520,http://steamcommunity.com/profiles/76561198059294520,,,72850,1 of 1 people (100%) found this review helpful,True,2
DestinyzFate,http://steamcommunity.com/id/DestinyzFate,,2014-12-08,730,1 of 2 people (50%) found this review helpful,True,0
kaiharder,http://steamcommunity.com/id/kaiharder,,2015-04-22,271590,0 of 1 people (0%) found this review helpful,False,0
4321louis,http://steamcommunity.com/id/4321louis,,2015-05-11,312990,No ratings yet,True,2
76561198070155006,http://steamcommunity.com/profiles/76561198070155006,,2014-05-25,261030,No ratings yet,True,2
76561198085255228,http://steamcommunity.com/profiles/76561198085255228,,2015-04-11,730,No ratings yet,True,2
HiraethCSGO,http://steamcommunity.com/id/HiraethCSGO,,,730,1 of 1 people (100%) found this review helpful,True,2
7otato,http://steamcommunity.com/id/7otato,,2015-10-15,218620,No ratings yet,False,2
dotcomplicated,http://steamcommunity.com/id/dotcomplicated,,,20,No ratings yet,True,2
dotcomplicated,http://steamcommunity.com/id/dotcomplicated,,2015-04-07,322170,No ratings yet,True,0
vaughanpwnyou,http://steamcommunity.com/id/vaughanpwnyou,1.0,,730,2 of 2 people (100%) found this review helpful,True,2
puddingtip,http://steamcommunity.com/id/puddingtip,1.0,2014-12-03,730,2 of 2 people (100%) found this review helpful,True,2
76561198092333882,http://steamcommunity.com/profiles/76561198092333882,1.0,,413150,2 of 2 people (100%) found this review helpful,True,2
yousnownothingknowjohn,http://steamcommunity.com/id/yousnownothingknowjohn,,2015-05-21,440,No ratings yet,True,2
76561198081511281,http://steamcommunity.com/profiles/76561198081511281,1.0,,427520,1 of 1 people (100%) found this review helpful,True,0
76561198081511281,http://steamcommunity.com/profiles/76561198081511281,1.0,2014-04-11,265930,1 of 1 people (100%) found this review helpful,True,2
76561198081511281,http://steamcommunity.com/profiles/76561198081511281,,2013-03-22,218680,1 of 1 people (100%) found this review helpful,True,0
76561198081511281,http://steamcommunity.com/profiles/76561198081511281,2.0,,227940,1 of 5 people (20%) found this review helpful,True,2
rustyspoon14,http://steamcommunity.com/id/rustyspoon14,,2014-07-23,730,No ratings yet,True,2
TiddlysWink,http://steamcommunity.com/id/TiddlysWink,,2015-05-24,730,1 of 2 people (50%) found this review helpful,True,2
TiddlysWink,http://steamcommunity.com/id/TiddlysWink,1.0,,311210,1 of 4 people (25%) found this review helpful,True,1
TiddlysWink,http://steamcommunity.com/id/TiddlysWink,1.0,,6060,0 of 3 people (0%) found this review helpful,True,0
mittenface,http://steamcommunity.com/id/mittenface,,,282140,No ratings yet,True,2
BRoLance,http://steamcommunity.com/id/BRoLance,,2013-12-03,440,No ratings yet,True,2
76561198073809841,http://steamcommunity.com/profiles/76561198073809841,,,304930,1 of 1 people (100%) found this review helpful,True,1
76561198081869264,http://steamcommunity.com/profiles/76561198081869264,,2014-06-23,49520,1 of 1 people (100%) found this review helpful,True,2
DODOPERRA,http://steamcommunity.com/id/DODOPERRA,,2015-06-08,298240,1 of 2 people (50%) found this review helpful,True,2
DODOPERRA,http://steamcommunity.com/id/DODOPERRA,,2013-12-01,236390,No ratings yet,True,1
jacob8866,http://steamcommunity.com/id/jacob8866,,,33730,1 of 2 people (50%) found this review helpful,True,2
jacob8866,http://steamcommunity.com/id/jacob8866,,2015-10-02,220160,No ratings yet,True,2
WhiteRavinx,http://steamcommunity.com/id/WhiteRavinx,,2014-06-07,252490,No ratings yet,True,2
76561198057042886,http://steamcommunity.com/profiles/76561198057042886,1.0,2015-10-14,218620,1 of 4 people (25%) found this review helpful,True,2
fanofreeman,http://steamcommunity.com/id/fanofreeman,,,261030,No ratings yet,True,1
CoolasFcuk,http://steamcommunity.com/id/CoolasFcuk,,2015-12-30,252490,1 of 1 people (100%) found this review helpful,True,2
Owlake,http://steamcommunity.com/id/Owlake,,,730,0 of 1 people (0%) found this review helpful,True,0
76561198078957196,http://steamcommunity.com/profiles/76561198078957196,,,440,No ratings yet,True,2
elegantskullmid,http://steamcommunity.com/id/elegantskullmid,,2014-02-07,440,No ratings yet,True,2
76561198160501969,http://steamcommunity.com/profiles/76561198160501969,,2015-01-19,730,No ratings yet,True,0
mr_cat,http://steamcommunity.com/id/mr_cat,,,359410,0 of 1 people (0%) found this review helpful,True,1
mr_cat,http://steamcommunity.com/id/mr_cat,,,24240,0 of 3 people (0%) found this review helpful,False,0
mr_cat,http://steamcommunity.com/id/mr_cat,1.0,,274900,No ratings yet,False,0
mr_cat,http://steamcommunity.com/id/mr_cat,1.0,2015-12-23,335240,No ratings yet,False,1
mr_cat,http://steamcommunity.com/id/mr_cat,1.0,2015-05-23,252490,No ratings yet,True,2
76561198061639357,http://steamcommunity.com/profiles/76561198061639357,,2015-03-11,236850,No ratings yet,True,2
76561198032570194,http://steamcommunity.com/profiles/76561198032570194,,2015-04-12,318130,No ratings yet,True,2
76561198032570194,http://steamcommunity.com/profiles/76561198032570194,,2014-12-22,289130,No ratings yet,True,1
76561198053183010,http://steamcommunity.com/profiles/76561198053183010,3.0,2015-11-12,105600,2 of 3 people (67%) found this review helpful,True,0
76561198053183010,http://steamcommunity.com/profiles/76561198053183010,,,94400,No ratings yet,True,1
76561198053183010,http://steamcommunity.com/profiles/76561198053183010,,,346110,No ratings yet,True,1
BulbLight_,http://steamcommunity.com/id/BulbLight_,2.0,2014-10-05,265930,1 of 1 people (100%) found this review helpful,True,0
BulbLight_,http://steamcommunity.com/id/BulbLight_,,2014-06-20,440,1 of 1 people (100%) found this review helpful,True,2
76561198086790598,http://steamcommunity.com/profiles/76561198086790598,,,449800,No ratings yet,True,2
aaronryuchi,http://steamcommunity.com/id/aaronryuchi,,2014-03-07,238010,1 of 1 people (100%) found this review helpful,True,2
aaronryuchi,http://steamcommunity.com/id/aaronryuchi,,2014-03-17,102500,No ratings yet,True,2
rimisaccount,http://steamcommunity.com/id/rimisaccount,,2013-12-24,235800,3 of 6 people (50%) found this review helpful,True,1
76561198090867859,http://steamcommunity.com/profiles/76561198090867859,,2014-04-26,4000,No ratings yet,True,1
76561198068176506,http://steamcommunity.com/profiles/76561198068176506,,2015-08-14,440,No ratings yet,True,2
Rhinoza,http://steamcommunity.com/id/Rhinoza,,2013-12-16,570,3 of 3 people (100%) found this review helpful,True,2
AbuseNab,http://steamcommunity.com/id/AbuseNab,,2015-10-17,218620,2 of 3 people (67%) found this review helpful,False,0
AbuseNab,http://steamcommunity.com/id/AbuseNab,,2014-01-21,570,No ratings yet,True,2
76561198068666800,http://steamcommunity.com/profiles/76561198068666800,,,230940,2 of 2 people (100%) found this review helpful,False,0
76561198068666800,http://steamcommunity.com/profiles/76561198068666800,,2014-10-14,214490,1 of 1 people (100%) found this review helpful,True,2
76561198068666800,http://steamcommunity.com/profiles/76561198068666800,,2013-01-04,218230,1 of 1 people (100%) found this review helpful,True,2
76561198068666800,http://steamcommunity.com/profiles/76561198068666800,,2014-05-11,6060,No ratings yet,True,2
aceofspadesfg,http://steamcommunity.com/id/aceofspadesfg,,2014-06-22,72850,1 of 1 people (100%) found this review helpful,True,0
76561198065388255,http://steamcommunity.com/profiles/76561198065388255,,2014-04-29,440,2 of 2 people (100%) found this review helpful,True,1
76561198065388255,http://steamcommunity.com/profiles/76561198065388255,,2014-07-06,230410,No ratings yet,True,2
76561198089228252,http://steamcommunity.com/profiles/76561198089228252,1.0,2015-02-11,570,1 of 2 people (50%) found this review helpful,True,2
76561198089228252,http://steamcommunity.com/profiles/76561198089228252,,2015-04-27,232090,0 of 1 people (0%) found this review helpful,True,2
brandonalpha,http://steamcommunity.com/id/brandonalpha,,2014-01-07,570,2 of 3 people (67%) found this review helpful,True,2
AcesCyraxGaming,http://steamcommunity.com/id/AcesCyraxGaming,1.0,,570,1 of 2 people (50%) found this review helpful,True,2
sarganis,http://steamcommunity.com/id/sarganis,,2014-01-17,440,No ratings yet,True,1
Wuhooo,http://steamcommunity.com/id/Wuhooo,,,304930,1 of 3 people (33%) found this review helpful,False,1
76561198067306981,http://steamcommunity.com/profiles/76561198067306981,2.0,2015-03-28,354140,No ratings yet,True,2
adman44532,http://steamcommunity.com/id/adman44532,,2015-01-02,204360,No ratings yet,True,2
adman44532,http://steamcommunity.com/id/adman44532,,2013-12-21,200210,No ratings yet,True,2
marko101,http://steamcommunity.com/id/marko101,,,105600,0 of 1 people (0%) found this review helpful,True,2
marko101,http://steamcommunity.com/id/marko101,,,22300,0 of 2 people (0%) found this review helpful,True,1
marko101,http://steamcommunity.com/id/marko101,,2013-07-14,207610,0 of 2 people (0%) found this review helpful,True,0
marko101,http://steamcommunity.com/id/marko101,,2015-07-08,271590,0 of 3 people (0%) found this review helpful,True,2
dandan472,http://steamcommunity.com/id/dandan472,,2015-08-28,252950,No ratings yet,True,1
dandan472,http://steamcommunity.com/id/dandan472,,2015-06-04,200210,No ratings yet,True,2
dandan472,http://steamcommunity.com/id/dandan472,,2014-11-26,221100,No ratings yet,True,2
dandan472,http://steamcommunity.com/id/dandan472,,2014-11-24,730,No ratings yet,True,1
heavygoingblah,http://steamcommunity.com/id/heavygoingblah,,2015-06-24,730,1 of 1 people (100%) found this review helpful,True,2
wulp,http://steamcommunity.com/id/wulp,,2014-09-16,440,1 of 1 people (100%) found this review helpful,True,1
76561198067070151,http://steamcommunity.com/profiles/76561198067070151,12.0,2015-11-05,299460,9 of 13 people (69%) found this review helpful,True,1
Efficentct,http://steamcommunity.com/id/Efficentct,82.0,2014-10-31,4920,198 of 290 people (68%) found this review helpful,True,2
Efficentct,http://steamcommunity.com/id/Efficentct,,2014-02-22,570,2 of 3 people (67%) found this review helpful,True,0
76561198087934431,http://steamcommunity.com/profiles/76561198087934431,,2014-11-27,250900,1 of 1 people (100%) found this review helpful,True,0
76561198087934431,http://steamcommunity.com/profiles/76561198087934431,,2014-08-02,304930,1 of 1 people (100%) found this review helpful,True,2
omegaunlocked,http://steamcommunity.com/id/omegaunlocked,,,291550,2 of 3 people (67%) found this review helpful,True,2
omegaunlocked,http://steamcommunity.com/id/omegaunlocked,,,376300,No ratings yet,True,0
superaero,http://steamcommunity.com/id/superaero,5.0,2015-07-22,570,10 of 15 people (67%) found this review helpful,True,1
superaero,http://steamcommunity.com/id/superaero,,2015-11-27,221100,3 of 3 people (100%) found this review helpful,False,1
superaero,http://steamcommunity.com/id/superaero,1.0,2015-10-12,204300,1 of 2 people (50%) found this review helpful,True,1
superaero,http://steamcommunity.com/id/superaero,,2015-10-12,42910,1 of 3 people (33%) found this review helpful,True,2
superaero,http://steamcommunity.com/id/superaero,1.0,2015-10-29,218230,0 of 1 people (0%) found this review helpful,True,2
superaero,http://steamcommunity.com/id/superaero,,2015-10-12,730,No ratings yet,True,2
76561198058251735,http://steamcommunity.com/profiles/76561198058251735,,2015-12-26,15120,0 of 2 people (0%) found this review helpful,True,1
76561198044353999,http://steamcommunity.com/profiles/76561198044353999,1.0,2015-07-01,351640,1 of 1 people (100%) found this review helpful,True,2
76561198044353999,http://steamcommunity.com/profiles/76561198044353999,1.0,2013-12-31,730,1 of 1 people (100%) found this review helpful,True,2
VolatileChaos,http://steamcommunity.com/id/VolatileChaos,,2014-02-10,229580,5 of 5 people (100%) found this review helpful,True,0
VolatileChaos,http://steamcommunity.com/id/VolatileChaos,,2013-12-11,730,No ratings yet,True,2
76561198073418523,http://steamcommunity.com/profiles/76561198073418523,,2015-02-09,264200,No ratings yet,True,0
76561198035136096,http://steamcommunity.com/profiles/76561198035136096,,2015-10-28,3320,No ratings yet,True,2
zealva,http://steamcommunity.com/id/zealva,,2014-12-07,238460,No ratings yet,True,0
zealva,http://steamcommunity.com/id/zealva,,2014-12-06,630,No ratings yet,True,2
zealva,http://steamcommunity.com/id/zealva,,2014-06-29,265930,No ratings yet,True,1
76561198006537919,http://steamcommunity.com/profiles/76561198006537919,,,365590,1 of 4 people (25%) found this review helpful,True,2
zixwot,http://steamcommunity.com/id/zixwot,,2014-06-06,17410,0 of 1 people (0%) found this review helpful,True,0
zixwot,http://steamcommunity.com/id/zixwot,,2015-01-04,33930,3 of 11 people (27%) found this review helpful,False,1
zixwot,http://steamcommunity.com/id/zixwot,,2015-11-25,253250,No ratings yet,True,2
AHMystic,http://steamcommunity.com/id/AHMystic,4.0,2015-07-14,218620,1 of 11 people (9%) found this review helpful,True,2
AHMystic,http://steamcommunity.com/id/AHMystic,,2015-07-23,252490,No ratings yet,True,2
AHMystic,http://steamcommunity.com/id/AHMystic,,2014-06-20,105600,No ratings yet,True,2
sickdardsrus,http://steamcommunity.com/id/sickdardsrus,,2015-01-20,113400,2 of 2 people (100%) found this review helpful,True,2
sickdardsrus,http://steamcommunity.com/id/sickdardsrus,,2015-02-11,224260,No ratings yet,True,2
H34sh0t_R3kt,http://steamcommunity.com/id/H34sh0t_R3kt,,2014-10-04,317960,1 of 6 people (17%) found this review helpful,True,0
76561198023347592,http://steamcommunity.com/profiles/76561198023347592,,2013-11-25,72850,No ratings yet,True,2
76561198023347592,http://steamcommunity.com/profiles/76561198023347592,,2011-08-28,43110,No ratings yet,True,0
76561198091794114,http://steamcommunity.com/profiles/76561198091794114,,2015-08-06,230410,1 of 2 people (50%) found this review helpful,True,2
NaruseAiria,http://steamcommunity.com/id/NaruseAiria,,2014-10-28,317360,No ratings yet,True,2
NaruseAiria,http://steamcommunity.com/id/NaruseAiria,,2014-10-15,108600,No ratings yet,True,0
NaruseAiria,http://steamcommunity.com/id/NaruseAiria,,2013-12-20,259080,No ratings yet,True,2
NaruseAiria,http://steamcommunity.com/id/NaruseAiria,,2013-12-06,208520,No ratings yet,True,2
cass_h01,http://steamcommunity.com/id/cass_h01,,2014-10-13,244850,No ratings yet,True,2
76561198051306831,http://steamcommunity.com/profiles/76561198051306831,,2015-06-05,730,1 of 1 people (100%) found this review helpful,True,2
76561198051306831,http://steamcommunity.com/profiles/76561198051306831,,2015-06-16,375600,No ratings yet,True,2
AJGANGSTER,http://steamcommunity.com/id/AJGANGSTER,,2015-04-11,300080,0 of 1 people (0%) found this review helpful,False,0
Ami_Ajimu,http://steamcommunity.com/id/Ami_Ajimu,,2014-09-21,440,1 of 1 people (100%) found this review helpful,True,2
Ami_Ajimu,http://steamcommunity.com/id/Ami_Ajimu,,2014-09-12,268420,1 of 1 people (100%) found this review helpful,True,2
Ami_Ajimu,http://steamcommunity.com/id/Ami_Ajimu,,2015-11-11,206500,No ratings yet,True,2
aket87,http://steamcommunity.com/id/aket87,,2014-06-02,570,1 of 1 people (100%) found this review helpful,True,2
aket87,http://steamcommunity.com/id/aket87,,2014-06-26,440,No ratings yet,True,2
aket87,http://steamcommunity.com/id/aket87,,2014-06-02,570,1 of 1 people (100%) found this review helpful,True,2
aket87,http://steamcommunity.com/id/aket87,,2014-06-26,440,No ratings yet,True,2
76561198068702328,http://steamcommunity.com/profiles/76561198068702328,,2014-07-23,304930,No ratings yet,True,2
blackniggers,http://steamcommunity.com/id/blackniggers,1.0,2014-08-16,218620,4 of 7 people (57%) found this review helpful,False,0
76561198106346859,http://steamcommunity.com/profiles/76561198106346859,,2014-03-21,107410,0 of 1 people (0%) found this review helpful,True,1
76561198106346859,http://steamcommunity.com/profiles/76561198106346859,,2013-12-15,4000,0 of 1 people (0%) found this review helpful,True,2
76561198106346859,http://steamcommunity.com/profiles/76561198106346859,,2014-02-06,221100,0 of 2 people (0%) found this review helpful,True,0
76561198100050147,http://steamcommunity.com/profiles/76561198100050147,6.0,,433530,11 of 12 people (92%) found this review helpful,True,2
76561198059589725,http://steamcommunity.com/profiles/76561198059589725,,2014-05-29,4000,1 of 1 people (100%) found this review helpful,True,0
alfcapone,http://steamcommunity.com/id/alfcapone,,2013-12-20,440,1 of 2 people (50%) found this review helpful,True,1
